asof_dt,ticker,close
2022-01-03,T000,108.45262851900178
2022-01-03,T001,97.67031314729584
2022-01-03,T002,100.16410081839292
2022-01-03,T003,102.03758141498254
2022-01-03,T004,96.05538485687131
2022-01-03,T005,100.01032786452974
2022-01-03,T006,99.99554807071034
2022-01-03,T007,91.2263784682729
2022-01-03,T008,105.08829002831746
2022-01-03,T009,103.00249257959774
2022-01-03,T010,96.8728551301662
2022-01-03,T011,99.1422586940214
2022-01-03,T012,102.52649687098376
2022-01-03,T013,98.69321792404176
2022-01-03,T014,98.78625460663727
2022-01-03,T015,92.73379293754604
2022-01-03,T016,102.77290155945944
2022-01-03,T017,100.61940452643519
2022-01-03,T018,101.37229961879981
2022-01-03,T019,92.3673773406508
2022-01-03,T020,108.25349845593237
2022-01-03,T021,100.77167767728179
2022-01-03,T022,98.06430028356806
2022-01-03,T023,110.14536110380556
2022-01-03,T024,99.77306985069677
2022-01-03,T025,92.74660650426712
2022-01-03,T026,97.97386072286156
2022-01-03,T027,88.55842449014139
2022-01-03,T028,105.24698274671627
2022-01-03,T029,97.9176284073999
2022-01-03,T030,96.28723237397716
2022-01-03,T031,105.36235065787747
2022-01-03,T032,91.74462205297081
2022-01-03,T033,102.67714678163046
2022-01-03,T034,89.67792598439412
2022-01-03,T035,96.68920330166596
2022-01-03,T036,93.97890077200134
2022-01-03,T037,107.30987813606762
2022-01-03,T038,108.83080438964667
2022-01-03,T039,98.35293124043467
2022-01-04,T000,110.78515388357843
2022-01-04,T001,100.02368027745916
2022-01-04,T002,101.89758188058393
2022-01-04,T003,102.04151203305973
2022-01-04,T004,95.56098462697847
2022-01-04,T005,98.43072004222506
2022-01-04,T006,104.74893927815927
2022-01-04,T007,92.75903377390391
2022-01-04,T008,109.56977762880909
2022-01-04,T009,105.38085659926709
2022-01-04,T010,93.76474059330174
2022-01-04,T011,101.03279193026695
2022-01-04,T012,108.00965490247653
2022-01-04,T013,98.07760645743802
2022-01-04,T014,96.8444580536855
2022-01-04,T015,91.82869642948695
2022-01-04,T016,103.67165109627418
2022-01-04,T017,101.79314139783037
2022-01-04,T018,99.6812348498187
2022-01-04,T019,98.81016758319561
2022-01-04,T020,109.17461586204584
2022-01-04,T021,103.21794736070976
2022-01-04,T022,102.66821866881074
2022-01-04,T023,114.65371143175277
2022-01-04,T024,99.50084415790441
2022-01-04,T025,95.37866199061283
2022-01-04,T026,103.20283244887925
2022-01-04,T027,89.82911136507816
2022-01-04,T028,101.91775825579052
2022-01-04,T029,102.68410760200379
2022-01-04,T030,99.93975192689709
2022-01-04,T031,108.72833273119579
2022-01-04,T032,90.63481954893324
2022-01-04,T033,102.51771673223462
2022-01-04,T034,88.58570535227514
2022-01-04,T035,97.90621664373454
2022-01-04,T036,100.31472849148444
2022-01-04,T037,113.4704790822588
2022-01-04,T038,112.04711192073512
2022-01-04,T039,102.8800619552354
2022-01-05,T000,113.38010607641779
2022-01-05,T001,97.7280598642934
2022-01-05,T002,103.98666554372673
2022-01-05,T003,101.94445355783252
2022-01-05,T004,102.00945751019806
2022-01-05,T005,100.85270575074718
2022-01-05,T006,110.39898129903105
2022-01-05,T007,92.62026595808746
2022-01-05,T008,109.52781932828452
2022-01-05,T009,107.93347089054399
2022-01-05,T010,97.51845725025866
2022-01-05,T011,103.78839407414141
2022-01-05,T012,105.58001224601534
2022-01-05,T013,99.82909182344237
2022-01-05,T014,99.979146021647
2022-01-05,T015,92.74314307970288
2022-01-05,T016,103.13183397857661
2022-01-05,T017,107.2539970885405
2022-01-05,T018,99.38787275878845
2022-01-05,T019,98.37337493124612
2022-01-05,T020,112.4020864169524
2022-01-05,T021,104.90998333101574
2022-01-05,T022,103.33023069736976
2022-01-05,T023,118.41643819799756
2022-01-05,T024,103.88164653691605
2022-01-05,T025,98.21518948622791
2022-01-05,T026,106.82531953932416
2022-01-05,T027,91.36052498773529
2022-01-05,T028,101.04061439560178
2022-01-05,T029,103.47174470199805
2022-01-05,T030,100.00074854702056
2022-01-05,T031,110.72570737965341
