asof_dt,ticker,close
2022-01-03,T000,108.45262851900178
2022-01-03,T001,97.67031314729584
2022-01-03,T002,100.16410081839292
2022-01-03,T003,102.03758141498254
2022-01-03,T004,96.05538485687131
2022-01-03,T005,100.01032786452974
2022-01-03,T006,99.99554807071034
2022-01-03,T007,91.2263784682729
2022-01-03,T008,105.08829002831746
2022-01-03,T009,103.00249257959774
2022-01-03,T010,96.8728551301662
2022-01-03,T011,99.1422586940214
2022-01-03,T012,102.52649687098376
2022-01-03,T013,98.69321792404176
2022-01-03,T014,98.78625460663727
2022-01-03,T015,92.73379293754604
2022-01-03,T016,102.77290155945944
2022-01-03,T017,100.61940452643519
2022-01-03,T018,101.37229961879981
2022-01-03,T019,92.3673773406508
2022-01-03,T020,108.25349845593237
2022-01-03,T021,100.77167767728179
2022-01-03,T022,98.06430028356806
2022-01-03,T023,110.14536110380556
2022-01-03,T024,99.77306985069677
2022-01-03,T025,92.74660650426712
2022-01-03,T026,97.97386072286156
2022-01-03,T027,88.55842449014139
2022-01-03,T028,105.24698274671627
2022-01-03,T029,97.9176284073999
2022-01-03,T030,96.28723237397716
2022-01-03,T031,105.36235065787747
2022-01-03,T032,91.74462205297081
2022-01-03,T033,102.67714678163046
2022-01-03,T034,89.67792598439412
2022-01-03,T035,96.68920330166596
2022-01-03,T036,93.97890077200134
2022-01-03,T037,107.30987813606762
2022-01-03,T038,108.83080438964667
2022-01-03,T039,98.35293124043467
2022-01-04,T000,112.77814388476371
2022-01-04,T001,94.86307140224166
2022-01-04,T002,106.13039355510884
2022-01-04,T003,101.06717119702114
2022-01-04,T004,97.43300460172449
2022-01-04,T005,96.66517109823988
2022-01-04,T006,101.23104616915374
2022-01-04,T007,85.1062321385285
2022-01-04,T008,108.96106164691165
2022-01-04,T009,105.66111647991798
2022-01-04,T010,98.65732568378787
2022-01-04,T011,102.12522449577614
2022-01-04,T012,102.06187546956768
2022-01-04,T013,98.08659304223383
2022-01-04,T014,98.06556382913877
2022-01-04,T015,89.82060248035523
2022-01-04,T016,100.54970083415678
2022-01-04,T017,104.98788742898832
2022-01-04,T018,99.668830901832
2022-01-04,T019,93.2761615847408
2022-01-04,T020,110.02713045322288
2022-01-04,T021,100.71416904127565
2022-01-04,T022,98.7017920406747
2022-01-04,T023,109.13989891835814
2022-01-04,T024,104.00817126292812
2022-01-04,T025,98.82904363246296
2022-01-04,T026,103.36577432751193
2022-01-04,T027,91.1142044025391
2022-01-04,T028,106.24423212320454
2022-01-04,T029,96.38386226356312
2022-01-04,T030,100.1962573315255
2022-01-04,T031,106.19836169165387
2022-01-04,T032,92.71704427217499
2022-01-04,T033,98.80139485662359
2022-01-04,T034,91.06581577792119
2022-01-04,T035,102.67551459812734
2022-01-04,T036,96.47216726072318
2022-01-04,T037,107.8032154293466
2022-01-04,T038,106.0204284003878
2022-01-04,T039,98.36958804097227
2022-01-05,T000,117.26828605897225
2022-01-05,T001,90.28724901862478
2022-01-05,T002,112.32698568654921
2022-01-05,T003,100.12921532412673
2022-01-05,T004,101.67581770286976
2022-01-05,T005,95.05013327602543
2022-01-05,T006,102.76386220037153
2022-01-05,T007,78.38324709118918
2022-01-05,T008,111.00553594021925
2022-01-05,T009,108.4637737008727
2022-01-05,T010,103.46290392643127
2022-01-05,T011,105.52809936427344
2022-01-05,T012,98.42126477087844
2022-01-05,T013,98.51643893171622
2022-01-05,T014,99.47485161194065
2022-01-05,T015,87.74595952299342
2022-01-05,T016,97.89560453157031
2022-01-05,T017,111.22825136213086
2022-01-05,T018,98.69113085746979
2022-01-05,T019,91.37211073147888
2022-01-05,T020,112.817354728877
2022-01-05,T021,100.38402992293587
2022-01-05,T022,97.71123388876735
2022-01-05,T023,107.70138592345776
2022-01-05,T024,110.21499447079316
2022-01-05,T025,105.04412894852322
2022-01-05,T026,108.11552202801673
2022-01-05,T027,93.85292191815067
2022-01-05,T028,108.43104214688223
2022-01-05,T029,93.22795823496372
2022-01-05,T030,102.65574743819708
2022-01-05,T031,106.49097084753298
