asof_dt,ticker,alpha_gt_used,mom_z_tm1,val_z_tm1,beta_mom,beta_val
2022-01-04,T000,0.029443522840013787,0.0,0.9814507613337929,0.03,0.03
2022-01-04,T001,-0.04006787436401362,0.0,-1.3355958121337874,0.03,0.03
2022-01-04,T002,0.05069058223089079,0.0,1.6896860743630264,0.03,0.03
2022-01-04,T003,-0.011668864469770373,0.0,-0.38896214899234577,0.03,0.03
2022-01-04,T004,0.014238658408149576,0.0,0.4746219469383192,0.03,0.03
2022-01-04,T005,-0.028855176503433323,0.0,-0.9618392167811108,0.03,0.03
2022-01-04,T006,-0.008010827767729425,0.0,-0.2670275922576475,0.03,0.03
2022-01-04,T007,-0.07555527624297546,0.0,-2.518509208099182,0.03,0.03
2022-01-04,T008,0.017888173696947347,0.0,0.5962724565649116,0.03,0.03
2022-01-04,T009,0.015156053576099655,0.0,0.5052017858699885,0.03,0.03
2022-01-04,T010,0.029417074612587704,0.0,0.9805691537529235,0.03,0.03
2022-01-04,T011,0.0207723211664579,0.0,0.6924107055485966,0.03,0.03
2022-01-04,T012,-0.027875914043632252,0.0,-0.9291971347877418,0.03,0.03
2022-01-04,T013,-0.005794654690218525,0.0,-0.19315515634061753,0.03,0.03
2022-01-04,T014,-0.0015949238723422328,0.0,-0.053164129078074426,0.03,0.03
2022-01-04,T015,-0.02923532964123117,0.0,-0.9745109880410391,0.03,0.03
2022-01-04,T016,-0.026482117984035932,0.0,-0.8827372661345311,0.03,0.03
2022-01-04,T017,0.03700227897552744,0.0,1.2334092991842482,0.03,0.03
2022-01-04,T018,-0.01203778240697325,0.0,-0.40125941356577505,0.03,0.03
2022-01-04,T019,-0.01948097916935016,0.0,-0.649365972311672,0.03,0.03
2022-01-04,T020,0.01114304083704932,0.0,0.3714346945683107,0.03,0.03
2022-01-04,T021,-0.011968684328732887,0.0,-0.3989561442910962,0.03,0.03
2022-01-04,T022,-0.014230463418389154,0.0,-0.4743487806129718,0.03,0.03
2022-01-04,T023,-0.02764400234585481,0.0,-0.9214667448618271,0.03,0.03
2022-01-04,T024,0.041376633158380846,0.0,1.3792211052793615,0.03,0.03
2022-01-04,T025,0.052504796287186545,0.0,1.7501598762395516,0.03,0.03
2022-01-04,T026,0.032333822280504326,0.0,1.077794076016811,0.03,0.03
2022-01-04,T027,0.02137280415282068,0.0,0.7124268050940227,0.03,0.03
2022-01-04,T028,0.020221935058457013,0.0,0.6740645019485672,0.03,0.03
2022-01-04,T029,-0.0365542868551615,0.0,-1.2184762285053834,0.03,0.03
2022-01-04,T030,0.023586645704850227,0.0,0.7862215234950076,0.03,0.03
2022-01-04,T031,-0.006531916453230157,0.0,-0.21773054844100523,0.03,0.03
2022-01-04,T032,0.013485854304922967,0.0,0.4495284768307656,0.03,0.03
2022-01-04,T033,-0.03926901895196114,0.0,-1.3089672983987046,0.03,0.03
2022-01-04,T034,0.01818604322996574,0.0,0.606201440998858,0.03,0.03
2022-01-04,T035,0.05515333840510061,0.0,1.8384446135033536,0.03,0.03
2022-01-04,T036,-0.0017889029896347008,0.0,-0.05963009965449003,0.03,0.03
2022-01-04,T037,-0.02011404882510491,0.0,-0.6704682941701637,0.03,0.03
2022-01-04,T038,-0.03955105083476602,0.0,-1.3183683611588672,0.03,0.03
2022-01-04,T039,-0.01966148276737121,0.0,-0.6553827589123736,0.03,0.03
2022-01-05,T000,0.028968919022264426,0.0,0.9656306340754809,0.03,0.03
2022-01-05,T001,-0.04054415959323809,0.0,-1.3514719864412696,0.03,0.03
2022-01-05,T002,0.04857788705228159,0.0,1.6192629017427196,0.03,0.03
2022-01-05,T003,-0.010384484536040081,0.0,-0.34614948453466937,0.03,0.03
2022-01-05,T004,0.015532611215535652,0.0,0.5177537071845217,0.03,0.03
2022-01-05,T005,-0.027849394025464134,0.0,-0.9283131341821378,0.03,0.03
2022-01-05,T006,-0.007975481044913812,0.0,-0.26584936816379373,0.03,0.03
2022-01-05,T007,-0.07996445632546421,0.0,-2.665481877515474,0.03,0.03
2022-01-05,T008,0.01727036651659216,0.0,0.5756788838864053,0.03,0.03
2022-01-05,T009,0.015437478681933415,0.0,0.5145826227311139,0.03,0.03
2022-01-05,T010,0.03122075002414016,0.0,1.0406916674713387,0.03,0.03
2022-01-05,T011,0.020922486502612744,0.0,0.6974162167537582,0.03,0.03
2022-01-05,T012,-0.02828073805430754,0.0,-0.9426912684769181,0.03,0.03
2022-01-05,T013,-0.0042453842360533475,0.0,-0.14151280786844492,0.03,0.03
2022-01-05,T014,0.00040229495637114795,0.0,0.013409831879038265,0.03,0.03
2022-01-05,T015,-0.028380351000243796,0.0,-0.9460117000081266,0.03,0.03
